,Train_90%_base,test_%10_base,Train_%90_after_choosing,Test_%10_after_choosing,,,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
57,0.965094213,0.828387617,0.97193651,0.844085735,,,900,5,1,sqrt,31,FALSE
58,0.966704244,0.830244364,0.971916573,0.843056147,,,700,5,1,sqrt,92,FALSE
59,0.965168114,0.843319353,0.971802108,0.844048581,,,500,5,1,sqrt,72,FALSE
60,0.962922458,0.899139572,0.96352078,0.897782719,,,900,2,1,auto,26,TRUE
61,0.963066089,0.899868255,0.967175363,0.912945866,,,600,5,1,sqrt,31,FALSE
62,0.961986224,0.901022144,0.967106156,0.914164048,,,500,5,1,sqrt,133,FALSE
63,0.963346072,0.889271777,0.967168839,0.911473659,,,500,5,1,sqrt,133,FALSE
64,0.962337296,0.890412861,0.967069968,0.913434628,,,100,5,1,sqrt,103,FALSE
65,0.96353035,0.899590339,0.963338486,0.895916025,,,200,2,1,auto,26,TRUE
66,0.963401104,0.896214842,0.967125777,0.912888007,,,600,5,1,sqrt,133,FALSE
67,0.962327532,0.903909541,0.967118346,0.91400343,,,500,5,1,sqrt,52,FALSE
68,0.962687261,0.898073492,0.963288075,0.899547927,,,500,2,1,auto,72,TRUE
69,0.963318025,0.90185772,0.967175581,0.915329215,,,800,5,1,sqrt,154,FALSE
70,0.963676394,0.837591713,0.969084465,0.843491536,,,400,5,1,sqrt,189,FALSE
71,0.963700075,0.836406431,0.969083445,0.843764682,,,400,5,1,sqrt,118,FALSE
72,0.964216425,0.833997537,0.969095666,0.840731225,,,900,5,1,sqrt,57,FALSE
73,0.963487241,0.835397158,0.969126009,0.838581815,,,200,5,1,sqrt,189,FALSE
74,0.964593997,0.820931183,0.969176757,0.840133146,,,700,5,1,sqrt,189,FALSE
75,0.963455095,0.826841534,0.978954879,0.830857315,,,800,2,1,sqrt,31,FALSE
76,0.963268905,0.83780845,0.978955018,0.832528416,,,400,2,1,sqrt,169,FALSE
77,0.964390913,0.823778846,0.968968181,0.840270681,,,500,5,1,sqrt,52,FALSE
78,0.963760666,0.835059268,0.969075997,0.840284355,,,500,5,1,sqrt,41,FALSE
79,0.963239562,0.832824314,0.978954387,0.835626668,,,500,2,1,sqrt,169,FALSE
80,0.964322475,0.837484863,0.969706288,0.829599556,,,400,5,1,sqrt,148,FALSE
81,0.964302116,0.843618532,0.964872617,0.825874705,,,100,2,1,auto,123,TRUE
82,0.964711913,0.832268608,0.969628761,0.834800541,,,900,5,1,sqrt,159,FALSE
83,0.964330042,0.841688113,0.969572485,0.832394513,,,400,5,1,sqrt,189,FALSE
84,0.965089669,0.840890985,0.969740025,0.832370128,,,200,5,1,sqrt,62,FALSE
85,0.964039341,0.833707203,0.969888376,0.835581425,,,800,5,1,sqrt,159,FALSE
86,0.964082095,0.831707201,0.969611554,0.834780242,,,200,5,1,sqrt,57,FALSE
87,0.964112448,0.833139054,0.964940548,0.828686453,,,600,2,1,auto,179,TRUE
88,0.964969038,0.843148451,0.969839393,0.83544549,,,100,5,1,sqrt,108,FALSE
89,0.96339031,0.837811346,0.969836149,0.834350072,,,500,5,1,sqrt,26,FALSE
,,,,,,,,,,,,
average socre,,0.848399777,,0.851101609,,,,,,,,
